Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Data Analyst, eCommerce",$46K - $60K (Employer est.),"Adecco Direct Hire Search is seeking a Data Analyst to assist the eCommerce team at one of the largest beauty and fragrance companies in the world. This role will focus on dissecting data analytics to support the Sr. Analyst in crafting recommendations for business acceleration opportunities. You’ll have the opportunity to work across the most respected and bestselling luxury consumer brands. Our client has an excellent reputation, offers an amazing work environment (hybrid remote/office), and provides endless advancement opportunities.
In this role you will be responsible for:
Analyzing, synthesizing, and communicating business performance. In other words, decipher the data and tell the story.
Sales & operating plan reporting, forecasting and deliverables
Identify market trends and opportunities



Equal Opportunity Employer/Veterans/Disabled

To read our Candidate Privacy Information Statement, which explains how we will use your information, please navigate to https://www.adeccousa.com/candidate-privacy

The Company will consider qualified applicants with arrest and conviction records",3.7,"Adecco
3.7","New York, NY",10000+ Employees,1996,Company - Public,Staffing & Outsourcing,Business Services,$10+ billion (USD)
WORK FROM HOME ** Data Analyst / Developer ** WORK FROM HOME,$61K - $150K (Employer est.),"REMOTE OPPORTUNITY FOR DATA OPERATIONS DEVELOPER / ANALYST
DIRECT HIRE / W2 / NO 3rd PARTIES / US CITIZENSHIP OR GREEN CARD REQUIRED
ABOUT THIS OPPORTUNITY:
This is a work from home opportunity for anyone willing to come to the Metro Atlanta area a few times a year for meetings! Awesome small company that provides extensive data management services to pharmaceutical and biotech companies. Their service offering includes data aggregation, data warehousing, master data management, customized reporting, and proprietary analytics applications. Entirely cloud based on AWS solutions.
SKILLS NEEDED ON YOUR RESUME:",-1,Custom Recruiting Solutions,"Augusta, GA",-1,-1,-1,-1,-1,-1
Data Developer / Analyst - WORK FROM HOME,$61K - $150K (Employer est.),"REMOTE OPPORTUNITY FOR DATA OPERATIONS DEVELOPER / ANALYST
DIRECT HIRE / W2 / NO 3rd PARTIES / US CITIZENSHIP OR GREEN CARD REQUIRED
ABOUT THIS OPPORTUNITY:
This is a work from home opportunity for anyone willing to come to the Metro Atlanta area a few times a year for meetings! Awesome small company that provides extensive data management services to pharmaceutical and biotech companies. Their service offering includes data aggregation, data warehousing, master data management, customized reporting, and proprietary analytics applications. Entirely cloud based on AWS solutions.
SKILLS NEEDED ON YOUR RESUME:",-1,Custom Recruiting Solutions,"Chattanooga, TN",-1,-1,-1,-1,-1,-1
Data and Reporting Analyst,$61K - $150K (Employer est.),"We are currently hiring for a Data & Reporting Analyst, thisposition will be responsible for the analysis, development, and support of reporting for Louisville Water internal customers to provide insights to determine operational impact, trends, and opportunities. They will transform data into information that will be used by the business to aid in decisions and actions.
The position involves working closely with the business to determine reporting needs, acquiring data from multiple sources, developing and scheduling reports on a regular basis, correcting any code issues, and ensuring that reports remain error-free, accurate, and organized.
Louisville Water values Safety, Trust, Partnership, Quality, Diversity, Equality, and Inclusion We are looking for strongly skilled individuals that want to be part of passionate team that will make an impact. Someone that strives for excellence and quality of work.
Since 1860 Louisville Water provides quality water as well as competitive pay and a comprehensive benefit package, which includes:",3.6,"Louisville Water Company
3.6","Louisville, KY",201 to 500 Employees,1860,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD)
Data Science Analyst -105419,$61K - $150K (Employer est.),"Data Science Analyst
Talent Management - Quality Excellence & Data Analytics
Job ID# 105419
Core Responsibilities
Learning & Inclusion is seeking a Data Science Analyst to support our advanced data analytics capabilities. This position will be responsible for partnering with team members to develop analytical business solutions, using a variety of data and visualization tools to build and implement predictive models, and presenting complex analysis in clear and understandable terms.",4.0,"Consolidated Edison Company of New York, Inc.
4.0","New York, NY",10000+ Employees,1997,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
"Visualization Analyst, Data & Analytics",$61K - $150K (Employer est.),"At Brookfield Properties, our success starts with our people. People like you.
We develop, operate, and manage more than 650 properties and 325 million square feet of real estate across the globe. It’s a feat that wouldn’t be possible without our team, a diverse group of creative visionaries and innovative experts who are relentless in pursuit of one goal: to ensure our buildings don’t simply meet the needs of our tenants, residents, and communities — but exceed them, every day.
Within our office business, this conviction guides every aspect of our work. Our signature structures not only define skylines but are also true destinations — bringing together office areas, retail spaces, and dining options all in one. And our high-end design capabilities and strong sustainability practices allow us to create properties that raise the bar for real estate everywhere. It’s why the world’s most respected businesses, non-profits, and start-ups choose us as their partner.",3.6,"Brookfield Properties
3.6","New York, NY",10000+ Employees,1920,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD)
Data Analyst - Medicaid,$61K - $150K (Employer est.),"Peraton Overview

Peraton drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the worlds leading mission capability integrator and transformative enterprise IT provider, we deliver trusted and highly differentiated national security solutions and technologies that keep people safe and secure. Peraton serves as a valued partner to essential government agencies across the intelligence, space, cyber, defense, civilian, health, and state and local markets. Every day, our 22,000 employees do the cant be done, solving the most daunting challenges facing our customers.


Responsibilities








Colorado Salary Minimum: $54,558.40
Colorado Salary Maximum:$116,625.60

The estimate displayed represents the typical salary range for this position, and is just one component of Peraton's total compensation package for employees. Other rewards may include annual bonuses, short- and long-term incentives, and program-specific awards. In addition, Peraton provides a variety of benefits to employees.",3.7,"Peraton
3.7","Chantilly, VA",10000+ Employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 billion (USD)
Sales Operations Data Analyst,$61K - $150K (Employer est.),"Google, Sunnyvale, CA - via Webhelp
About The Job
Are you interested in being part of a highly dynamic and successful team, supporting one of the fastest growing organizations within Google? We are looking for motivated and talented individuals to join our Google Cloud Data Analysis Team.
Responsibilities
Use SQL to make weekly forecasts and generate quarter performance metrics for business reviews
Maintain a strong focus on managing projects and programs on both an on-going and an ad-hoc basis, while working collaboratively across the global organization
Execute data and root cause analyses to identify opportunities for improvement of our workflow processes and data infrastructure",3.3,"Webhelp Americas
3.3","Sunnyvale, CA",10000+ Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
Data Analyst Supporting the DEA,$61K - $150K (Employer est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Compass Strategy Solutions (CSS) specializes in cultivating tactical and strategic intelligence personnel, financial analysts, and forensic accountants, to support law enforcement efforts domestically and overseas. CSS has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the Drug Enforcement Administration (DEA).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The Drug Enforcement Administration (DEA) is responsible for conducting national and international investigations targeting global drug trafficking networks and drug-related terrorism involved in the illegal growing, manufacturing, or distribution of controlled substances appearing in or destined for illicit traffic in the United States.A component of DEA's strategic mission is the use of the Asset Forfeiture Program,implementing major investigative strategies against drug networks and cartels,resulting in significant seizure and forfeiture activities.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","Arlington, VA",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Analyst Supporting the FBI,$61K - $150K (Employer est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

EnProVera, owned and operated by government veterans with extensive backgrounds in Homeland Security, Law Enforcement, the Military, and the Intelligence Community, has a vacancy for a Data Analyst supporting the Federal Bureau of Investigation (FBI).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Applicants with an Active TS Clearance preferred

Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The mission of the Federal Bureau of Investigation (FBI) is to protect the American people and uphold the Constitution of the United States. FBI investigates a broad range of criminal violations, integrating the use of asset forfeiture into its overall strategy to eliminate targeted criminal enterprises. The FBI has successfully used asset forfeiture in White Collar Crime, Organized Crime, Drug, Violent Crime and Terrorism investigations.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","Washington, DC",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Healthcare Data Analyst,$61K - $150K (Employer est.),"Summary:
The role of Healthcare Data Analyst at Millennia is responsible for the ingression, analysis, quality analysis and transformation of data from internal and external sources to identify opportunities for improvement and ensure we have the right quality data to service our clients. The position will interact and work with a large number of healthcare Practice Management Systems and Health Information Systems including Epic, Cerner, Centricity, Allscripts, and similar system, so strong experience using these systems like these is required.
The Healthcare Data Analyst is responsible for and should have experience in, analyzing data sets in multiple formats and form factors and the ability to transform/manipulate this data to do the insightful quality analysis yourself or providing this data to others. The position will work across many different data formats including Excel, CSV, SQL, MySQL, and experience in these formats and capabilities like SSRS and SSIS will be valuable. The position will work collaboratively with a team of data experts and analysts to identify these opportunities to enhance our data, processes, or systems to drive better yield, revenues, cost savings, and client satisfier.",3.8,"Millennia
3.8",Remote,51 to 200 Employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD)
Geospatial Data Analyst,$61K - $150K (Employer est.),"Job Title:
Geospatial Data Architect
Type:
Direct Hire
Location:
Remote - Allentown, PA
This role is for a Geospatial Data Architect.
Requirements",-1,The Burchell Group,Remote,-1,-1,-1,-1,-1,-1
Data Support Analyst,$61K - $150K (Employer est.),"Sanametrix, Inc. is a fast-growing small business headquartered in the Washington DC area focused on providing custom IT solutions for our clients. We are looking for a Data Support Analyst to join our Sanametrix team. The Partner Support Center (PSC) is the first level of support and response for our clients. The Analyst will troubleshoot and resolve advanced application and content related issues for a national web-based survey collection.
The incumbent will work closely with fellow support center team members, managers, and software engineers to resolve issues reported by end users. The Analyst will research and develop solutions to unresolved issues and provide troubleshooting and expertise to assist with customer ticket management and resolution.
This a full time position with benefits including medical, dental & PTO. The contract is started on November 1, 2021 and will end March 31, 2022. This position will be done remotely with training.",3.1,"Sanametrix
3.1","Washington, DC",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
SQL Data Analyst,$61K - $150K (Employer est.),"SQL Data Analyst
If you are a SQL Data Analyst, please read on!

We are a well-established freight storage and transportation company.
What You Will Be Doing
Do queries in the SQL Database and visualize in PowerBI
Integrate data from multiple data sets into one database system to streamline information.
Program specific database functions to create database triggers and design data tables.
After reviewing and analyzing data, design reports to show statistics and other information about specific database topics. Come up with new ideas about valueadding data sets and analysis that helps in our logistics decisions and for client information.



All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.",4.1,"CyberCoders
4.1","Inglewood, CA",201 to 500 Employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
"Senior Analyst, People Data",$61K - $150K (Employer est.),"About the Team
At DoorDash, people are our most important asset. We started the People Analytics team in 2018 to help our leaders make more informed decisions on identifying and attracting talent and supporting the development and retention fo great employees. We're looking for a People Data Analyst to help us scale our analytics alongside DoorDash's enormous growth. Come shape an excellent People Analytics team at DoorDash.
About the Role
DoorDash is looking for an experienced analyst to join our People Analytics team. We're a data-driven organization, empowering local economies and our people to do the best work of their careers. You will seek data-driven insights to attract and develop great people to power and grow DoorDash. You will support and scale our people reporting within the People Team. You will work with a team of analysts and engineers to develop the tools and insights for our people and decision-makers. You'll be an advisor, consultant, project manager, technology advocate, data analyst, engineer, and security/privacy advocate.",3.9,"DoorDash
3.9","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Data Analyst (Legal support) Supporting the US Attorney's Office,$61K - $150K (Employer est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Focused on delivering unsurpassed services in support of law enforcement and homeland security, FSA Federal, a rapidly growing joint venture owned by trusted solutions providers SAIC and Amentum, has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the United States Attorney's Office (USAO).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The United States Attorney's Office (USAO) serves as the nation's principal litigators under the direction of the Attorney General.The Asset Forfeiture Section at the USAO is responsible for the prosecution of both criminal and civil actions against property used or acquired during illegal activity.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","New York, NY",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
"Online Data Analyst - Tennessee, USA",$61K - $150K (Employer est.),"Company Info:
We help companies test and improve machine learning models via our global AI Community of 1 million+ annotators and linguists. Our proprietary AI training platform handles all data types (text, images, audio, video and geo) across 500+ languages and dialects. Our AI Data Solutions vastly enhance AI systems across a range of applications from advanced smart products, to better search results, to expanded speech recognition, to more human-like bot interactions and so much more.
Position Open:
The position will allow you to work from home as an Independent Contractor on a flexible schedule of up to 20 hours per week completing tasks in a web-based evaluation tool. The tasks will involve determining the relevance and accuracy of information by performing online research and referring to guidelines provided to you. You will be rating tasks to validate data. You will be helping to authenticate data that will be used in live online search tools and applications by millions of users across the world.",3.8,"TELUS International AI Inc.
3.8","Nashville, TN",10000+ Employees,-1,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Fraud Data Analyst - San Diego,$61K - $150K (Employer est.),"Summary
Posted: Oct 13, 2021
Role Number: 200291040
Apple is a place where extraordinary people gather to do their best work. Together we craft products and experiences people once couldn’t have imagined — and now can’t imagine living without. If you’re drawn by the idea of making a real impact, and joining a team where we pride ourselves in being one of the most diverse and inclusive companies in the world, a career with Apple might be your dream job! A Fraud Analytics Lead plays a meaningful role in collaborating with engineering and data scientists to design, instrument, maintain, build or improve business-critical datasets from a multitude of sources. They also have a deep background in fraud prevention, and will have experience in one of many different verticals: digital e-commerce, fraud detection and prevention, and loss forecasting. It’s a hands-on, multi-functional, highly-engaged job. This role is key to the success of the team and products. That vision always includes a deep dedication to strengthening Apple’s privacy policy, one of Apple’s core values.",4.3,"Apple
4.3","San Diego, CA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Sr. Renewables Python Data Scientist / Quantitative Energy Analyst - REMOTE,$61K - $150K (Employer est.),"Sr. Renewables Python Data Scientist / Quantitative Energy Analyst
Locations: FULLY REMOTE (Anywhere in the USA)
We are currently working with an aggressively growing renewable energy venture with strong private equity backing that is focused on the development and execution of dynamic utility-scale energy storage projects. They are at the forefront of the industry, have accumulated over 2GW of projects in a relatively short period of time, and are currently in an accelerated expansion phase.
The company is looking to make some key additions to their Software Engineering, Development, & Data Science Team. One of their critical needs right now is a Sr. Python Data Scientist. This is a Full-time REMOTE position that does not require relocation but the company has offices in California and Texas. It is a highly technical role that will utilize PYTHON to provide predictive modeling and quantitative forecasting guidance to support the strategic analysis of innovative utility-scale renewable energy projects across all ISO / RTO markets in the United States. The role will be part of a creative team focused on energy storage / battery storages trading strategies and real-time energy pricing.",-1,TBC Power & Renewables,"San Jose, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"Market Data Insights Analyst, Mexico - Apple Music",$61K - $150K (Employer est.),"Summary
Posted: Sep 28, 2021
Role Number: 200288720
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have native or fluency in Spanish.
Key Qualifications",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Market Data Insights Analyst, US/Canada - Apple Music",$61K - $150K (Employer est.),"Summary
Posted: Oct 6, 2021
Weekly Hours: 40
Role Number:200282556
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have Native or fluency in a regional language: French (Canadian) or Spanish.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Market Data Insights Analyst, Brazil - Apple Music",$61K - $150K (Employer est.),"Summary
Posted: Oct 1, 2021
Weekly Hours: 40
Role Number:200282513
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have Native or fluency in a regional language: Portuguese and English.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Reporting and Data Analyst (SQL, Tableau, Excel) - FULLY REMOTE - PST hours",$61K - $150K (Employer est.),"Req # 2345
iTalent Digital is seeking a Reporting and Data Analyst, to join our Retail Practice Group. This is an exciting role for the right individual to continue to cultivate your skills and domain expertise.
The individual selected will be instrumental in helping us continue to deliver excellence to our base of marquee retail accounts. You will be joining a family of other SMEs who have also specialized within the retail sector.
You will also interact closely with our iTalent Retail Practice Directors, who will work with you to ensure success.
Job Description:",4.8,"iTalent Digital
4.8",Remote,201 to 500 Employees,2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Clinical Data Analyst - Remote,$61K - $150K (Employer est.),"Salary: commensurate with experience
Reference: JOB-4820
Contact: Neisha Camacho/Terra Parsons - teamnt@penfieldsearch.com
Job Description:
Provide statistical programming support to data cleaning and locking activities, pre-defined and exploratory analysis, formal reports, publications, presentations, and new statistical methodologies
Work closely with biostatisticians to create data and analysis program specifications based on the statistical analysis plan (SAP)
Maintain complete and auditable programming documentation for analysis of clinical studies
Contribute to the development, documentation and maintenance of a reusable programming code library",-1,Penfield Search Partners,"Fairfield, CT",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Analyst (SQL required),$61K - $150K (Employer est.),"Google, Sunnyvale, CA - via Webhelp
About The Job
Are you interested in being part of a highly dynamic and successful team, supporting one of the fastest growing organizations within Google? We are looking for motivated and talented individuals to join our Google Cloud Data Analysis Team.
Responsibilities
Make weekly forecasts and generate quarterly performance metrics for business reviews
Maintain a strong focus on managing projects and programs on both an on-going and an ad-hoc basis, while working collaboratively across the global organization",3.3,"Webhelp Americas
3.3","Sunnyvale, CA",10000+ Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
Data Analyst / Data Validation (remote),$61K - $150K (Employer est.),"Our client, a leader in the SaaS industry, is looking for: Remote - 1-2 month Contract for a Data Analyst / Data Validation with 2 years of experience to support a highly desirable International employer.

Scope of the Data Validation project:
Contractors will be given a large amount of merged customer/client records that need to be reviewed, categorized, and validated for accuracy. There will be accounts that are duplicates or similar in name to other accounts, or missing company info (like # of employees or last time they were billed), and the contractor will go out to google, company web pages, LinkedIn etc., to determine what information is accurate, and document the findings in an Indeed –provided template. The work will be done on a Mac using excel (google sheets). They will also use some of the Indeed platforms (likely Salesforce), for work to validate last association with Indeed.",3.9,"Staffmark
3.9","Stamford, CT",1001 to 5000 Employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
Data Analyst - Entry Level,$61K - $150K (Employer est.),"Level: Entry Level
Location: Remote
Qualification:
Masters in Data Science/Computer Science or related field
Knowledge working with tools, including object-oriented programming (Python, Java), computational analysis tools (R, MATLAB, SPARK-ML), and associated data science libraries
Knowledge in developing machine learning, data mining, statistical network, natural language processing, text analytics, and graph-based algorithms
Responsibilities:",3.9,"Marlabs, Inc.
3.9",Remote,1001 to 5000 Employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
"Market Data Insights Analyst, Scandinavia - Apple Music",$61K - $150K (Employer est.),"Summary
Posted: Aug 20, 2021
Role Number: 200280483
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have Native or fluency in a regional language: Swedish, Danish, Finnish or Norwegian.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Analyst - Data Visualization,$61K - $150K (Employer est.),"Job Title: Data Analyst - Data Visualization
Location: Austin, TX
Duration: 1 Year

Summary:
Develop comprehensive data visualizations, dashboards and reporting (45%)
Build storyboards and insights for leadership reporting and recommendation (30%)
Connect various supplier data sources for reporting (15%)
Develop automated reports (10%)

Requirements:












IND123",4.5,"Ursus
4.5","Austin, TX",51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
"Data Analyst, eCommerce",$61K - $150K (Employer est.),"Adecco Direct Hire Search is seeking a Data Analyst to assist the eCommerce team at one of the largest beauty and fragrance companies in the world. This role will focus on dissecting data analytics to support the Sr. Analyst in crafting recommendations for business acceleration opportunities. You’ll have the opportunity to work across the most respected and bestselling luxury consumer brands. Our client has an excellent reputation, offers an amazing work environment (hybrid remote/office), and provides endless advancement opportunities.
In this role you will be responsible for:
Analyzing, synthesizing, and communicating business performance. In other words, decipher the data and tell the story.
Sales & operating plan reporting, forecasting and deliverables
Identify market trends and opportunities



Equal Opportunity Employer/Veterans/Disabled

To read our Candidate Privacy Information Statement, which explains how we will use your information, please navigate to https://www.adeccousa.com/candidate-privacy

The Company will consider qualified applicants with arrest and conviction records",3.7,"Adecco
3.7","New York, NY",10000+ Employees,1996,Company - Public,Staffing & Outsourcing,Business Services,$10+ billion (USD)
Transport Controller and Data Analyst,$61K - $150K (Employer est.),"Started in 1975 in Spain, ZARA today is an internationally known fashion retailer represented in over 88 countries around the world. Our company requires professionalism, imagination, high energy and team spirit. ZARA will give you the means to excel. ZARA will put you into the heart of the action and the heart of its growth.

Transport Controller and Data Analyst

Position based in our NYC Corporate Office (NOT REMOTE)

PURPOSE:",3.4,"ZARA
3.4","New York, NY",10000+ Employees,1974,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD)
Data and Reporting Analyst,$46K - $60K (Employer est.),"We are currently hiring for a Data & Reporting Analyst, thisposition will be responsible for the analysis, development, and support of reporting for Louisville Water internal customers to provide insights to determine operational impact, trends, and opportunities. They will transform data into information that will be used by the business to aid in decisions and actions.
The position involves working closely with the business to determine reporting needs, acquiring data from multiple sources, developing and scheduling reports on a regular basis, correcting any code issues, and ensuring that reports remain error-free, accurate, and organized.
Louisville Water values Safety, Trust, Partnership, Quality, Diversity, Equality, and Inclusion We are looking for strongly skilled individuals that want to be part of passionate team that will make an impact. Someone that strives for excellence and quality of work.
Since 1860 Louisville Water provides quality water as well as competitive pay and a comprehensive benefit package, which includes:",3.6,"Louisville Water Company
3.6","Louisville, KY",201 to 500 Employees,1860,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD)
Data Science Analyst -105419,$46K - $60K (Employer est.),"Data Science Analyst
Talent Management - Quality Excellence & Data Analytics
Job ID# 105419
Core Responsibilities
Learning & Inclusion is seeking a Data Science Analyst to support our advanced data analytics capabilities. This position will be responsible for partnering with team members to develop analytical business solutions, using a variety of data and visualization tools to build and implement predictive models, and presenting complex analysis in clear and understandable terms.",4.0,"Consolidated Edison Company of New York, Inc.
4.0","New York, NY",10000+ Employees,1997,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
"Visualization Analyst, Data & Analytics",$46K - $60K (Employer est.),"At Brookfield Properties, our success starts with our people. People like you.
We develop, operate, and manage more than 650 properties and 325 million square feet of real estate across the globe. It’s a feat that wouldn’t be possible without our team, a diverse group of creative visionaries and innovative experts who are relentless in pursuit of one goal: to ensure our buildings don’t simply meet the needs of our tenants, residents, and communities — but exceed them, every day.
Within our office business, this conviction guides every aspect of our work. Our signature structures not only define skylines but are also true destinations — bringing together office areas, retail spaces, and dining options all in one. And our high-end design capabilities and strong sustainability practices allow us to create properties that raise the bar for real estate everywhere. It’s why the world’s most respected businesses, non-profits, and start-ups choose us as their partner.",3.6,"Brookfield Properties
3.6","New York, NY",10000+ Employees,1920,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD)
Data Analyst - Medicaid,$46K - $60K (Employer est.),"Peraton Overview

Peraton drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the worlds leading mission capability integrator and transformative enterprise IT provider, we deliver trusted and highly differentiated national security solutions and technologies that keep people safe and secure. Peraton serves as a valued partner to essential government agencies across the intelligence, space, cyber, defense, civilian, health, and state and local markets. Every day, our 22,000 employees do the cant be done, solving the most daunting challenges facing our customers.


Responsibilities








Colorado Salary Minimum: $54,558.40
Colorado Salary Maximum:$116,625.60

The estimate displayed represents the typical salary range for this position, and is just one component of Peraton's total compensation package for employees. Other rewards may include annual bonuses, short- and long-term incentives, and program-specific awards. In addition, Peraton provides a variety of benefits to employees.",3.7,"Peraton
3.7","Chantilly, VA",10000+ Employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 billion (USD)
Sales Operations Analyst (Open To Remote),$46K - $60K (Employer est.),"Your Job
The Sales Operations Analyst will support our fast-growing sales teams. They will be responsible for
learning the ins and outs of each major Indeed business unit, play a critical role in building relationships
with the senior leadership team, and drive forward initiatives that will help us accelerate sales revenue
and efficiency. The ideal candidate is someone who has a strong desire to identify problems and use data
to find actionable solutions. They are self motivated, organized, and can work comfortably in a fast paced
and ever changing environment.


preferred
etc.",4.3,"Indeed
4.3","Austin, TX",10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
