Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"AI/ML - Data Scientist, ML Platform & Technology",$223K - $324K (Employer est.),"Summary
Posted: Oct 21, 2021
Weekly Hours: 40
Role Number:200292010
Apple is seeking qualified people for the position of AI/ML Data Scientist. This team improves AI/ML platform services and infrastructure by discovering, validating, and/or implementing end-to-end performance improvements of our systems and our users' code. We use analytics of our service metrics to do our work. As a member of the team, you will work on some of the most daring service improvement projects in our organization, which impact Apple’s company-wide AI/ML infrastructure.
Key Qualifications",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Data Engineer, Siri Understanding",$223K - $324K (Employer est.),"Summary
Posted: Aug 16, 2021
Role Number: 200224167
Play a part in the next revolution in human-computer interaction. Contribute to a product that is redefining mobile computing. Build groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence. And work with the people who built the intelligent assistant that helps millions of people get things done through natural interaction. Join the Siri Understanding / Machine Hearing group at Apple. We are looking for exceptional machine learning infra&data engineers passionate about customer experiences, who love working with building the modeling foundation for ML production pipelines, which impacts the efficiency of delivering the best ML models in Apple products used by millions of customers all over the world.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Sr. Data Engineer, Siri Understanding (Private Learning)",$223K - $324K (Employer est.),"Summary
Posted: Jul 12, 2021
Weekly Hours: 40
Role Number:200224498
Apple’s AI/ML teams transform every Apple product, and because we fully integrate hardware and software, we can collaborate to deliver amazing experiences while protecting user data. Siri is the voice of Apple products and its launch was a defining moment in the history of Artificial Intelligence. Hundreds of millions of people now use Siri to send a message, play their favorite song or even take a selfie. We’re looking for a hardworking individual able to improve the processing, analysis and preparation of huge data sets used to train Siri’s machine learned models. We love big-data technologies, including, data exploration, visualization, distributed processing, and applications at scale. We also believe that Privacy is a fundamental and universal human right and embrace this philosophy in our day-to-day work. If you share these values and are capable of applying cutting-edge data science, you'll improve Siri’s ability to understand users. In this role, you'd also analyze user behavior, prepare data sets and enable Siri to further embrace privacy-preserving machine learning. This role sits on the Private Learning team, which is a newly-minted team nested within Siri Understanding and Apple's overall AI/ML organization.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Machine Learning Engineer, Siri Understanding (Private Learning)",$223K - $324K (Employer est.),"Summary
Posted: Aug 31, 2021
Weekly Hours: 40
Role Number:200249694
Siri is deployed to hundreds of millions of devices worldwide helping our users with their daily tasks, just by asking. We, the Private learning team in the Siri Understanding org are on a mission to take Siri to the next level of intelligence while preserving privacy of our users. We believe every user interaction with Siri is an opportunity to learn, we also believe Privacy is a fundamental human right — we are looking for talented machine learning engineers to help us make Siri more intelligent and personal by learning from user interactions without compromising their privacy.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Data Scientist II, Premier Agent",$223K - $324K (Employer est.),"About the team
Zillow Group’s mission is to give people the power to unlock life's next chapter. Zillow Group’s largest business unit, Premier Agent, introduces customers who are looking to buy or sell homes to real estate agents who can help them do so. We are in the process of transforming our business from an advertising model to a transaction model to improve outcomes for our partners and the home shoppers they connect to through our program. The Agent Analytics team powers the Premier Agent business with insights and recommendations to influence business strategy and move the company forward.
About the role
Agent Analytics works cross-functionally with partners across the entire business to drive customer satisfaction, transactions, and revenue. Help us accelerate our experimentation and our test and learn strategy. More specifically, you will:
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $107,800.00 - $172,200.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3",Washington State,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
"AI/ML - Sr. Software Engineer (Data), Siri Understanding (Private Learning)",$223K - $324K (Employer est.),"Summary
Posted: Jul 12, 2021
Role Number: 200265705
Apple’s AI/ML teams transform every Apple product, and because we fully integrate hardware and software, we can collaborate to deliver amazing experiences while protecting user data. Siri is the voice of Apple products and its launch was a defining moment in the history of Artificial Intelligence. Hundreds of millions of people now use Siri to send a message, play their favorite song or even take a selfie. We’re looking for a hardworking individual able to improve the processing, analysis and preparation of huge data sets used to train Siri’s machine learned models. We love big-data technologies, including, data exploration, visualization, distributed processing, and applications at scale. We also believe that Privacy is a fundamental and universal human right and embrace this philosophy in our day-to-day work. If you share these values and are capable of applying cutting-edge data science, you’ll improve Siri’s ability to understand users. In this role, you’d also analyze user behavior, prepare data sets and enable Siri to further embrace privacy-preserving machine learning. This role sits on the Private Learning team, which is a newly-minted team nested within Siri Understanding and Apple’s overall AI/ML organization.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Sr. Renewables Python Data Scientist / Quantitative Energy Analyst - REMOTE,$223K - $324K (Employer est.),"Sr. Renewables Python Data Scientist / Quantitative Energy Analyst
Locations: FULLY REMOTE (Anywhere in the USA)
We are currently working with an aggressively growing renewable energy venture with strong private equity backing that is focused on the development and execution of dynamic utility-scale energy storage projects. They are at the forefront of the industry, have accumulated over 2GW of projects in a relatively short period of time, and are currently in an accelerated expansion phase.
The company is looking to make some key additions to their Software Engineering, Development, & Data Science Team. One of their critical needs right now is a Sr. Python Data Scientist. This is a Full-time REMOTE position that does not require relocation but the company has offices in California and Texas. It is a highly technical role that will utilize PYTHON to provide predictive modeling and quantitative forecasting guidance to support the strategic analysis of innovative utility-scale renewable energy projects across all ISO / RTO markets in the United States. The role will be part of a creative team focused on energy storage / battery storages trading strategies and real-time energy pricing.",-1,TBC Power & Renewables,"Seattle, WA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"Sr. Data Scientist, Apple Media Products - Experimentation",$223K - $324K (Employer est.),"Summary
Posted: Oct 13, 2021
Weekly Hours: 13
Role Number:200280593
Do you want to make impact on how decisions are made by Engineering teams? If you love statistics, data, analysis and influencing teams on how to run experiments then look no further. This team in the Apple Media Products group provides insights through data that drive decision-making for our engineering and product teams. We are looking for a Data Scientist that can derive valuable insights and help us build automated reporting tools from the data we collect on AppStore, Apple Music, Movies & TV, etc. This role will be working daily with researchers and engineers on the Search and Recommendations teams as they develop better algorithms and improve their models. This in turn improves the customer experience for Apple’s products. You will be helping to drive innovation and improve our product decision making process while developing new experimentation methodologies, statistical techniques, and causal-inference approaches.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Sr. Data Scientist, ML Model Evaluation - Apple Media Products",$223K - $324K (Employer est.),"Summary
Posted: Aug 30, 2021
Weekly Hours: 40
Role Number:200282535
The Apple Media Products Engineering team is one of the most exciting examples of Apple’s long-held passion for combining art and technology. These are the people who power the App Store, Apple TV, Apple Music, Apple Podcasts, and Apple Books. And they do it on a massive scale, meeting Apple’s high expectations with high performance to deliver a huge variety of entertainment in over 35 languages to more than 150 countries. These engineers build secure, end-to-end solutions. They develop the custom software used to process all the creative work, the tools that providers use to deliver that media, all the server-side systems, and the APIs for many Apple services. Thanks to Apple’s unique integration of hardware, software, and services, engineers here partner to get behind a single unified vision. That vision always includes a deep commitment to strengthening Apple’s privacy policy, one of Apple’s core values. Although services are a bigger part of Apple’s business than ever before, these teams remain small, nimble, and cross-functional, offering greater exposure to the array of opportunities here. Are you passionate about analyzing data patterns for large scale search engines? Our team provides insights through data that drive decision making for our engineering and product teams. As part of AMP, you will be a product specialist and analyze of a diverse portfolio of Apple Media Product human evaluations tasks. The team represents the user’s perspective as they vet new features being introduced to AMP. Your day-to-day responsibilities will include analyzing and creating innovative ideas to help improve AMP search and recommendations features, and reporting detailed issues to leadership, engineering, and product groups.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist - Video Computer Vision,$223K - $324K (Employer est.),"Summary
Posted: Mar 29, 2021
Weekly Hours: 40
Role Number:200234938
Do you have a passion for deep learning and computer vision problems? We are looking for someone who thrives on collaboration and wants to push the boundaries of what is possible today! Join our team of committed deep learning engineers in the Video Computer Vision group! We are a centralized applied research and engineering organization responsible for developing real-time on-device Computer Vision and Machine Perception technologies across Apple products. As a member of the Video Computer Vision group you will develop new technologies in the area of scene understanding and reasoning for Apple’s next generation products. As a member of the Video Computer Vision group you will develop new technologies in the area of scene understanding and reasoning for Apple’s next generation products.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Principal Applied Scientist, NLP",$177K - $283K (Employer est.),"About the team
At Zillow Group, we believe that home matters, and we are on a mission to help everyone get into a home where they can thrive. The process of buying, selling, or renting a home should be easy!

The Core NLP and Conversational AI Team builds products that transform the way real estate works, by reducing friction in the home buying, selling and renting process. Our team handles machine learning tasks across the multiple business lines including Premier Agent, Shopping, Rentals and Zillow Offers, absorbing significant amounts of data and building ML and deep learning models to drive transactions and revenue. These solutions ingest large volumes of data and process it to build and deploy large production models that improve the home buying/selling and renting experience.
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $177,100.00 - $282,900.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3","Seattle, WA",5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
"Senior Data Scientist, Rich Media Experiences",$177K - $283K (Employer est.),"About the team
We are the Rich Media Experiences team (RMX) and we’re inventing the technology that is changing how people shop for their homes. Our technology gives buyers the feeling of being there from the convenience of their phones or PCs. Using Computer Vision techniques and AI-powered algorithms, we work across product, research, engineering, and business to enable people to virtually walk through a home. We believe this is the future of home shopping.
And we do this as part of Zillow, within a culture that is the best most of us have ever experienced.
About the role
The Senior Data Scientist helps guide our Operations team as well as our engineering team using data to bring about clarity. You will create insights by defining, exposing, analyzing and visualizing crucial data about how our teams and tools are performing. Our Operations team will rely every day on the operational reporting you will create to run the team. Our product and engineering team will look to you to help decide which problems to tackle next, and how to think about them. Our leadership team will depend upon the insights you deliver to help make decisions.
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $127,100.00 - $203,000.00 Annually. This range is specific to Colorado and may not be applicable to other locations.

In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3",Washington State,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
"Applied Scientist, Computer Vision",$177K - $283K (Employer est.),"About the team
Are you interested in innovating new computer vision and deep learning technologies to power immersive experiences that change how people experience and envision their next home? Zillow’s Rich Media Experiences (RMX) team employs computer vision, 3D, and deep learning to invent the technology that enables Zillow's customers to make sense of home information in order to find their dream home. Using groundbreaking technologies, our team works across product, research, engineering, and business to enable people to virtually walk through a home. You'll have the chance to be a part of empowering the next-generation of home shopping by creating new state-of-the-art technologies that deliver unrivaled information and visual experiences to our customers.
About the role


This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $127,100.00 - $203,000.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3","Seattle, WA",5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
"Senior Applied Scientist, Personalization",$177K - $283K (Employer est.),"About the team
Zillow Group’s Growth AI team helps customers discover the right home through relevant & delightful product experiences and messaging. We power these experiences through a deep understanding of our customers and the homes they love! Our team leverages machine learning to serve up personalized content and power a variety of personalized customer touchpoints, including email and push notification messaging.
Zillow, the top real estate website in the U.S., is building an on-demand real estate experience. Whether selling, buying, renting or financing, customers can turn to Zillow to find and get into their next home with speed, certainty and ease.
About the role
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $150,200.00 - $239,900.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3",Washington State,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
Sr. Data Analyst/Scientist,$177K - $283K (Employer est.),"Are you interested in defining the future of creativity by making it fast, fun, and frictionless to make sophisticated-looking content? Passionate about the next generation of users and building modern solutions that connect to leading social and digital platforms?
We are a group of storytellers, technology innovators, and change agents. Building off Adobe Spark’s initial success, we are now re-imagining (from the ground up!) the way people discover, create, and publish the full range of media types - from graphics to imaging to video - right in the browser and on their mobile devices. Our aim is to build fast and easy product experiences that enable students, social influencers, marketers, small businesses - really anyone with something to say - to make something that will stand out and impress their audience. Join us in building a new creativity platform that will help define Creative Cloud and Adobe’s Digital Media business!
We are seeking an experienced Sr Data Science Analyst to support the Adobe Spark and CC Education teams. This role is a strategic role, partnering with product managers and the leadership team making key decisions about the direction of our products. We’re looking for someone who has experience and passion about behavioral analysis for software products.",4.4,"Adobe
4.4","Seattle, WA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Senior Data Scientist,$177K - $283K (Employer est.),"About the team
The Team: Customer Integrated Analytics

THE DEPARTMENT: AI

The Customer Integrated Analytics (CIA) team sits at the intersection of Customer analytics, Marketing analytics, Economics and Corporate Strategy to support strategic decision making at Zillow Group. The team gathers, and disseminates critical strategic business data and analysis through regularly scheduled executive presentations and reporting. The CIA team is also relied upon by Corporate Development & Strategy teams and the Senior Leadership Team to help with ad hoc investigations and analysis that either span vertical business lines or involve competitive analysis. This team is designed to have a broad view of the data assets at Zillow Group to deliver insights that span individual teams and lines of businesses.
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $127,100.00 - $203,000.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3",Washington State,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
Senior Applied Scientist,$177K - $283K (Employer est.),"About the team
Join our industry-leading Economic Research team bringing innovative analysis, creativity and excellence to the U.S. housing market. We create, productionalize, analyze, and share a full suite of housing data products and analysis for an audience inside and outside of Zillow. Our work contextualizes Zillow’s unparalleled living database of all homes and hundreds of millions of customers to provide insight to everyday consumers and open data to hundreds of researchers and policymakers across the country. You’ll work in an informal, fun, collaborative atmosphere with a dynamic team with a diverse range of interests and skills.

Learn more at www.zillow.com/research
About the role

This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $150,200.00 - $239,900.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3",Washington State,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
"Data Scientist, Customer Engagement Analytics",$177K - $283K (Employer est.),"About the team
Zillow Group is currently seeking a Data Scientist to join the Customer Engagement Analytics (CEA) team. On the CEA team, we’re passionate about understanding the customer journey on our platforms through deep analysis and measurement. We relentlessly advocate for a seamless and delightful home shopping experience from dream to reality! The team works closely with the product organization to discover strategic opportunities in areas spanning the search and discovery process, membership and re-engagement, evaluation and curation of potential homes, and personalization for both the Zillow and Trulia brands. Finally, we scale this work by partnering with engineering teams to build and maintain key analytics tools and infrastructure.
About the role
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $107,800.00 - $172,200.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3",Washington State,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
"Sr. Data Scientist, Apple Media Products - Experimentation",$177K - $283K (Employer est.),"Summary
Posted: Oct 13, 2021
Weekly Hours: 13
Role Number:200280593
Do you want to make impact on how decisions are made by Engineering teams? If you love statistics, data, analysis and influencing teams on how to run experiments then look no further. This team in the Apple Media Products group provides insights through data that drive decision-making for our engineering and product teams. We are looking for a Data Scientist that can derive valuable insights and help us build automated reporting tools from the data we collect on AppStore, Apple Music, Movies & TV, etc. This role will be working daily with researchers and engineers on the Search and Recommendations teams as they develop better algorithms and improve their models. This in turn improves the customer experience for Apple’s products. You will be helping to drive innovation and improve our product decision making process while developing new experimentation methodologies, statistical techniques, and causal-inference approaches.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Sr. Data Scientist - Experimentation, Apple Media Products",$177K - $283K (Employer est.),"Summary
Posted: Oct 11, 2021
Weekly Hours: 40
Role Number:200284641
Do you want to make impact on how decisions are made by Engineering teams? If you love statistics, data, analysis and influencing teams on how to run experiments then look no further. This team in the Apple Media Products group provides insights through data that drive decision-making for our engineering and product teams. We are looking for a Data Scientist that can derive valuable insights and help us build automated reporting tools from the data we collect on AppStore, Apple Music, Movies & TV, etc. This role will be working daily with researchers and engineers on the Search and Recommendations teams as they develop better algorithms and improve their models. This in turn improves the customer experience for Apple’s products. You will be helping to drive innovation and improve our product decision making process while developing new experimentation methodologies, statistical techniques, and causal-inference approaches. Our team provides insights through data that drive decision making for our engineering and product teams. We are looking for a Data Scientist that can derive valuable insights and help us build automated reporting tools from the data we utilize within AppStore, Apple Music, TV, Podcasts and Books.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Sr. Data Scientist, Siri Understanding (Private Learning)",$177K - $283K (Employer est.),"Summary
Posted: Sep 29, 2021
Weekly Hours: 40
Role Number:200203939
Apple’s AI/ML teams transform every Apple product and because we fully integrate hardware and software, we can collaborate to deliver amazing experiences while protecting user data. Siri is the voice of Apple products and it’s launch was a defining moment in the history of Artificial Intelligence. Hundreds of millions of people now use Siri to send a message, play their favorite song or even take a selfie. We’re looking for a hardworking individual able to improve the processing, analysis and preparation of huge data sets used to train Siri’s machine learned models. We love big-data technologies, including, data exploration, visualization, distributed processing, and applications at scale. We believe that Privacy is a fundamental and universal human right and embrace this in our day-to-day work. If you share these values and are capable of applying cutting-edge data science, you'll improve Siri’s ability to understand users. In this role, you'd also analyze user behavior, prepare data sets and enable Siri to further embrace privacy-preserving machine learning. This role sits on the Private Learning team, which is a newly-minted team nested within Siri Understanding and Apple's overall AI/ML organization.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Machine Learning Scientist, Siri Understanding",$177K - $283K (Employer est.),"Summary
Posted: Apr 8, 2021
Role Number: 200018211
“Hey Siri, let’s work together at Apple!“ The Siri Understanding team is looking for Machine Learning Engineers passionate about enabling personalized Siri interactions and delivering such technology to users on a global scale. Build end-to-end model training and evaluation pipelines. Push the envelope on the latest research developments in speaker recognition. Deploy machine-learned, on-device models that are aligned with the core values of Apple, ensuring the highest standards of quality, innovation, and respect for user privacy. And work with the people who created the intelligent assistant that helps millions of people around the world get things done — just by saying ‘Hey Siri.’",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Senior Data Scientist, Customer Engagement Analytics",$177K - $283K (Employer est.),"About the team
Zillow Group is currently seeking a Senior Data Scientist to join the Customer Engagement Analytics (CEA) team. On the CEA team, we’re passionate about understanding the customer journey on our platforms through deep analysis and measurement. We relentlessly advocate for a seamless and delightful home shopping experience from dream to reality! The team works closely with the product organization to discover strategic opportunities in areas spanning the search and discovery process, membership and re-engagement, evaluation and curation of potential homes, and personalization for both the Zillow and Trulia brands. Finally, we scale this work by partnering with engineering teams to build and maintain key analytics tools and infrastructure.
About the role
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $127,100.00 - $203,000.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3",Washington State,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
"AI/ML - ML Applied Scientist, ML Platform & Technology",$177K - $283K (Employer est.),"Summary
Posted: Aug 23, 2021
Weekly Hours: 40
Role Number:200272282
We’re looking for applied machine learning scientist to help us build a next generation Deep Learning framework geared towards fueling on-device machine learning capabilities and emerging innovations. You’ll be part of a small team of developers and deep learning experts working in the area of device-aware neural network optimization and neural architecture search. We’re looking for candidates passionate about machine learning, computational science and hardware. Any background and experience level is acceptable. In exchange we offer respectful work environment, flexible set of responsibilities, access to world class experts and growth opportunities in one of the best companies in the world.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Data Scientist II, Premier Agent",$177K - $283K (Employer est.),"About the team
Zillow Group’s mission is to give people the power to unlock life's next chapter. Zillow Group’s largest business unit, Premier Agent, introduces customers who are looking to buy or sell homes to real estate agents who can help them do so. We are in the process of transforming our business from an advertising model to a transaction model to improve outcomes for our partners and the home shoppers they connect to through our program. The Agent Analytics team powers the Premier Agent business with insights and recommendations to influence business strategy and move the company forward.
About the role
Agent Analytics works cross-functionally with partners across the entire business to drive customer satisfaction, transactions, and revenue. Help us accelerate our experimentation and our test and learn strategy. More specifically, you will:
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $107,800.00 - $172,200.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3",Washington State,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
"AI/ML - Data Scientist, ML Platform & Technology",$177K - $283K (Employer est.),"Summary
Posted: Oct 21, 2021
Weekly Hours: 40
Role Number:200292010
Apple is seeking qualified people for the position of AI/ML Data Scientist. This team improves AI/ML platform services and infrastructure by discovering, validating, and/or implementing end-to-end performance improvements of our systems and our users' code. We use analytics of our service metrics to do our work. As a member of the team, you will work on some of the most daring service improvement projects in our organization, which impact Apple’s company-wide AI/ML infrastructure.
Key Qualifications",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Sr. Data Engineer, Siri Understanding (Private Learning)",$177K - $283K (Employer est.),"Summary
Posted: Jul 12, 2021
Weekly Hours: 40
Role Number:200224498
Apple’s AI/ML teams transform every Apple product, and because we fully integrate hardware and software, we can collaborate to deliver amazing experiences while protecting user data. Siri is the voice of Apple products and its launch was a defining moment in the history of Artificial Intelligence. Hundreds of millions of people now use Siri to send a message, play their favorite song or even take a selfie. We’re looking for a hardworking individual able to improve the processing, analysis and preparation of huge data sets used to train Siri’s machine learned models. We love big-data technologies, including, data exploration, visualization, distributed processing, and applications at scale. We also believe that Privacy is a fundamental and universal human right and embrace this philosophy in our day-to-day work. If you share these values and are capable of applying cutting-edge data science, you'll improve Siri’s ability to understand users. In this role, you'd also analyze user behavior, prepare data sets and enable Siri to further embrace privacy-preserving machine learning. This role sits on the Private Learning team, which is a newly-minted team nested within Siri Understanding and Apple's overall AI/ML organization.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Data Engineer, Siri Understanding",$177K - $283K (Employer est.),"Summary
Posted: Aug 16, 2021
Role Number: 200224167
Play a part in the next revolution in human-computer interaction. Contribute to a product that is redefining mobile computing. Build groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence. And work with the people who built the intelligent assistant that helps millions of people get things done through natural interaction. Join the Siri Understanding / Machine Hearing group at Apple. We are looking for exceptional machine learning infra&data engineers passionate about customer experiences, who love working with building the modeling foundation for ML production pipelines, which impacts the efficiency of delivering the best ML models in Apple products used by millions of customers all over the world.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Sr. Renewables Python Data Scientist / Quantitative Energy Analyst - REMOTE,$177K - $283K (Employer est.),"Sr. Renewables Python Data Scientist / Quantitative Energy Analyst
Locations: FULLY REMOTE (Anywhere in the USA)
We are currently working with an aggressively growing renewable energy venture with strong private equity backing that is focused on the development and execution of dynamic utility-scale energy storage projects. They are at the forefront of the industry, have accumulated over 2GW of projects in a relatively short period of time, and are currently in an accelerated expansion phase.
The company is looking to make some key additions to their Software Engineering, Development, & Data Science Team. One of their critical needs right now is a Sr. Python Data Scientist. This is a Full-time REMOTE position that does not require relocation but the company has offices in California and Texas. It is a highly technical role that will utilize PYTHON to provide predictive modeling and quantitative forecasting guidance to support the strategic analysis of innovative utility-scale renewable energy projects across all ISO / RTO markets in the United States. The role will be part of a creative team focused on energy storage / battery storages trading strategies and real-time energy pricing.",-1,TBC Power & Renewables,"Seattle, WA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
